image_name,extracted_text
89817999_8002.png,"‘Sto: R.H. ORCUTT SUBMISSION DATE:

UXTON FEB 17 MAY 11[_|
MAR 16[_X) JULY.6

FROM: J. J.

SUBJECT: STYLE LIGHTS PROGRESS REPORT.

aaa
DISTRIBUTION: EFFECTIVENESS OF PRE-SELL (REPORT ON FEB. 17 ONLY).

% OF DISTRIBUTION ACHIEVED IN RETAIL OUTLETS:
IBIZ% CLASSIFIED CALLS:

FRR! % ANNUAL CALLS.

PROMOTIONAL IMPACT:

20 GENTS OFF PACK __HAS PROVEN TO BE AN EXCELLENT TOOL IN GENERATING PACK TRIAL IN
COUPON/STICKER: _ BOTH HIGH AND LOW DEVELOPMENT PRICE VALUE MARKETS. MANY
DISPLAYS SELLING OUT BEFORE RECONTACT.

SALES FORCE 20'S _ ADDITIONAL SUPPLY WOULD BE HELPFUL. INITIAL QUANTITIES
WERE QUICKLY DEPLETED.

$1.50 OFF CARTON __CARTON MOVEMENT SPOTTY AT.THIS POINT. SUPPLIES ARE MORE THAN
COUPON; __ADEQUATE AND THE NEED IS MOSTLY PACKAGE SUPPORT AT THIS TIME.

I,
EFFECTIVENESS OF ADVERTISING: OUTDOOR AND PRINT ADS HAVE BEEN EFFECTIVE IN
CREATING CONSUMER AWARENESS IN THOSE DIVISIONS WITH ADVERTISING. BILLBOARDS

‘ARE EYE CATCHING AND CONSUMERS ARE MORE AWARE OF THE PRODUCT IN THOSE MARKETS
WITH ADVERTISING.
ccc nr

PAGE 1 of 4

666LTS68
"
89867723.png,"Apri 27, 1981
MARKETING RESEARCH PROJECT APPROVAL

(Fo be! filled out by Marketing Research 'Department)

provgcr

PRODUCT__ew Products foeus Groups _ goB§_5546/1481

| Research Design (N, Cells, Elegibility, Design, Key Banner Breaks, Methodology, Cities)

=

Three Groups (1 male/2 female) will be conducted in Ridgewood, N.J. on May 7th
to explore the NSS concept/product.

The groups will be comprised of random Reduced Tar smokérs., No group will
be over represented by brand, type or size of cigarettes.

ALL smokers will be 18 years and over and smoke 10+ cigarettes per day.

Key Criteria For Analysis y
To determine if the NSS, concept/product is viable based uponj smokers reactions.

Research Limitations

Information from this exploratory research is directional only.

\

Cost Estimate 6,16 Research Firn__Ruth Mano Assoc.
Facility: Suburban Associates

+ = 10% Contingency, ives’ x _ no, Agency: —D'Arcy/deGarmo

Final Report Inc.” |) yes X_ no, Incidence__'

prepares by: AAG Areva Length Int.

Approved by: # Open Ends. L

# banners.

Topline Oral presentation w/o 5/18

Pinal__‘weitten presentation w/o 5/25

Moderators feet $4,500.00
Facility: 1,500.00

Agency: : 816.00

E2LL9868
"
91104867.png,"DEPARTMENT EXPENSE BUDGET SUMMARY Form P.0, 1049-8 Jey

‘LORILLARD, tenn
DIVISION OF LOEW'S CORP.
Dept.
Division _Sales Department Donestic Tax Free Code No.
PROJECTED CURRENT YEAR BIpGET
EXPENSES_19 accounn| rey suncer | cuNeNT
fetus Jpxovecres Tora | ¥0. wear | EAR
8 MonTHS|4 MONTHS | YEAR 19 GCE.
17,000 | 8,500 | 25.500] 6450] Consumer Sampling 4's 30,000 |¢ 4,500)
j
8,000 | 10,000 | 18,000] 6460 Consumer Sampling 20's 28,000_|(10,000)
16,000 | 4,000 | 20,000] 6470 | Consumer Offer Ttens 20,000
19,000 | 10,000 | 29,000] _6560| Special Promotion Cost 42,000 | (13,000)
5
Fa
60,000 | 32,500 | 92,500 TOTAL 120,000| 27,560
DATE SUBNITTED AND DEPT. MANAGER | APPROVAL 7) 7 PREROP.
Bebe ofwps BEES ay |

"
91161344_91161347.png,"2a.

today's Date 3/20/18

Me. Minn Me. Donahue (Loews) Mr. lmdson (Greensboro)
Hes n Me. Dutry {hocws) Dry Schultz {Greensboro}
Me. Goldbrenner Mr. Miele (Loews Mr, Tucker (Greensboro)
Dr. Jones (Greensboro)
PRODUCT EFL
MRD 5546/78.

PROJECT ORIGINATED BY __William Doyle

STATES AND CITIES"" ECD 10 RECK(VE PRODUCT:
‘Alabana Louisiana x Oklahoma
Naska Maine came Sregon E3
Arizona x Naryland x Pennsylvania ""x
Arkansas Es Nnssachusetts Rhode Island Tx
California x Michigan x South Carolina Dx
Colorado x Minnesota x South Dakota
Connecticut x Mississippi = x ‘onnessee
Delaware % Miseours x ‘Texas
D.C. x Montana % Utah
Florida Nebraska x Vermont %
Georgia Nevada Virginia x
Hawai New Hampshire = Washington
Taaho Now Jersey ‘a West Virginia
Tilinois New Mexico x Wisconsin Es
Indiana ew York x Wyoming Es
Towa North Carolina ap “Chicago, 111. LX
kansas = North Dakota ar mayo, Wey. Es
Kentucky x Ohio 2%
ESUINATED TUBE PROVUGY QUAWITITES (PER MARKET)
PRODUCT JUANTITY (its. 5 20's etc.)
Code # Code _if
Th 319 Varies by market, All are 20's
753 9al see at¥ached list.
LEH 63 ‘Approx. 20% of the
ube total # by state
will receive product.
ESUINATED TOTALS BY PRODUCT (ALL MARKETS COMBE WED)
PRODUCT. (ats, S's, 20's etc.
Code ATH
Code #7: All are 20's
Code #B2T
Code #6
Code #519
Code #934
Code #639

Special Comments:

veergrie

"
91315069_91315070.png,"TO; R.H. ORCUTT SUBMISSION DATE:

FROM: ocT3 DEC 26

OCT 31 JAN 23 [_]

SUBJECT: HARLEY-DAVIDSON 100'S CIGARETTES PROGRESS REPORT

DISTRIBUTION: EFFECTIVENESS OF PRE-SELL (REPORT ON OCT. 3 ONLY).

DIRECT ACCOUNT AND CHAIN VOIDS (USE X TO INDICATE A VOID).

= x
ae ser STORES:

ui

TS,
00's]

% OF DISTRIBUTION ACHIEVED IN RETAIL OUTLETS:

BOF DISTRIBUTION ACHIEVED INFET{
9% CLASSIFIED CALLS
% ANNUAL CALLS

PROMOTIONAL IMPACT;

$8.50 OFF PACK:

SALES FORCE 20'S:

$5.00 OFF CARTON:

1012

690S1E16
"
91355841.png,"SEPT. 27, 1991

BROWN & WILLIAMSON

KOOL CIGARETTES

OF PROMOTION: SEE ATTACHMENTS

WIDESPREAD?

Tressere

ALH.TISCH G.R.TELFORD «=—-LH. KERSH
RH. ORCUTT R.G. RYAN J. R. SLATER
M. A. PETERSON N.P.RUFFALO 8, T. JONES.

M. L ORLOWSKY T. LACHEY RS. GOLDBRENNER
N, SIMEONIDIS

L. GORDON P. J. MCCANN
J.P, MASTANDREA A.J. GIACOIO 8. F. SMITH
J.J TATULL
"
91356315.png,"=

i we PaCS SI ce

JREPORTED BY: VAL THURMAN, DIVISION MANAGER, LOUISVILLE, KY

paTe;__4/26/91

SHORT STOP FOOD MARTS, LOUISVILLE, KY.

\NUFACTURER: __ PHILIP MORRIS

RAND(S) PROMOTED: _MARLEORO_ CIGARETTES

E OF PROMOTION:

CARTON PROMOTION SWEEPSTAKES
(SEE ATTACHMENTS)

Stessers

R. L
G. a
.P.RUFFALO 8.
‘ORLOWSKY T. LACHEY. RS. GOLDBRENNER
‘GORDON PJ. McCANN: 8. F. SMITH
P. MASTANDREA A.J. GIACOIO
J. S.TATULLL

"
91361993.png,"JREPORTED BY:

NEW COMPETITIVE PRODUCTS

C, M, WIECHMANN, D.M.

LUBBOCK, TX

DATE:_10/5/92 TIME:

IMANUFACTURER:

R. J. REYNOLDS

CARDINAL CIGARETTE!

(11 PACKINGS)

SEE ATTACHMENT

F. J. Schultz
A.W. Spears
N. P. Ruffalo
T.L. Achey

P. J. McCann
A. J. Giacoio

K.P, Augustyn

V.D. Lindsley

RD. Hammer
Goldbrenner

jimeonidis
. Smith

Cber oe
"
91372360.png,"KONICA FRX AS

Now. 4 193 16:33

TOBACCO COMPANY

S101 N. GLASSEN BLVD, SUITE 102, OKLAHOMA CITY, OK, 73119 TELEPHONE (405) 849-0455 or 0460

DATE __11/4/93 TIME __3:28 cst
The following document, including cover page is _3 pages long.

PLEASE TRANSMIT THIS DOCUMENT TO:

NAME: Mr. A. J. Giacoio
OFFICE: __New York - Sales Planning
FAX PHONE NUMBER: __212_545-3299)

THIS DOCUMENT IS FROM:

NAME: pp wats
OFFICE:_Qklahoma City, OK
FAX PHONE NUMBER: _(405) 840-0699 00

COMMENTS:__The_ attached Competitive Information

was secured in Oklahoma today.

——______1t vou_should have any queetiona,
please advise. Dick

It f these ara not legible, or you do not recsive all
pages, please call this office Pe as Bossibie.

ce: Mr. R. B. Spell
Mr. S. L. Bnloe

OFEZLETS
"
91391286.png,"REGISTRATION FORM

FROM: THOM SMITH
TO: VINCE LOsiTO
CC: _T. BAYLIES, L. GIORDANO, V. LINDSLEY, M. McGLYNN, S. RAPISARLDI, 0% 4

ee

BRANDS(S) APPLICABLE HARLEY=DAVTDSON.
MEDIA MAGAZINE - HOT ROD
ISSUE FREQUENCY/YEAR 1
SPACE/COLOR FULL PAGE
COUPON ISSUE DATE 5/19/93
COUPON EXFiRATION DATE 11/30/93
CIRCULATION
25,461
GEOGRAPHICAL AREA(S) ‘TOTAL HOUSTON, GALVESTON, MINNEAPOLIS, ST. PAUL, DULUTH
‘COUPON VALUE 3 FF_1 BACK ra
PACK AND OR/CARTCN PACK
ADVERTISING CREATIVE THEME _ BLUE sky Le a
‘SIGNATURE OF INITIATOR FALn ZL. Cait
DATE INITIATED 2h Jas Z
ANALYTICAL REQUIREMENTS:
FOR CONTROL USE ONLY: TB3- GS
CODE ASSIGNED: gyre
JOB NUMBER: GANG
EST, REDEMPTION: a Kx 7

2
Ay
e

"
91391310.png,"FROM: M. BORSINI

TO: VINCE LOSITO

CC: T. BAYLIES, L. GIORDANO, V. LINDSLEY, J. SCHNEFF, S. RAPISARLDI,

COUPON CODE REGISTRATION FORM

N, DISCEARA |S.
LUN DeE KRG

BRANDS(S) APPLICABLE
MEDIA

ISSUE FREQUENCY/YEAR
‘SPACE/COLOR

COUPON ISSUE DATE

COUPON EXPIRATION DATE

CIRCULATION

GEOGRAPHICAL AREA(S)
COUPON VALUE

PACK AND ORICARTON

ADVERTISING CREATIVE THEME

SIGNATURE OF INITIATOR,
DATE INITIATED

ANALYTICAL REQUIREMENTS:

""HARLEY-DAVIDSON DTS CPNS

HARLEY-DAVIDSON,

COUPON

OCT-DEC

10/11/93

6/30/94

282,100 — 7] 200

NATIONAL

$.50

PACK

a108ie3

FOR CONTROL USE ONLY:

CODE ASSIGNED: gU10
JOB NUMBER:

EST, REDEMPTION:

OTELSETS
"
91581919.png,"mr) ed

{an
AFFIDAVIT OF PERFORMANCE
From Newspaper New Albany Tribune = Account Harley Deetaen
State of _tndiane ) Agency Lorillard Media Seriice
County of Flovs ) &

Before me a Notary Public, personally appeared__‘olly Inzer

who being duly sworn, says that (he) (she) is, Bookkeeper’
of the abovementioned newspaper and that display ads for the

above account were made through the aforesaid newspaper during

the month of __January » 19.88 as follows:
Date Column Inches Exclusive advertising for
1731/88 Insert, Harley Davidson Cigarettes

We hereby certify charges shown above on dates per attached
bill are true and correct as billed to the account in upper

right hand corner of the affidavit and are exclusive

New Albai dune advertisements

Signed

Sworn to and subscribed before me this _4th day of March » 1988

IN TESTIMONY WHEREOF I have set my hand and seal the day and year

jotary Pul

aforesaid,

MY COMMISSICN EXPIRES:

eleresrs

"
91856041_6049.png,"SPECIAL EVENT INFORMATION SHEET

GENERAL INFORMATION:

EVENT NAME: — 0 Spring Festival

EVENT LOCATION: __42nd = 57th Street, Yew York, NY
EVENT DATES: ____June 3, 1995.

HOUR:

MONDAY-FRIDAY:

SATURDAY-SUNDAY: 11am =

# OF BOOTHIS) SIGNAGE
CO SAWPLING & PREMIUMS COMUSIC VAN
PREMIUMS ONLY GRACING CAR

SUPERVISOR INFORMATION:

NAME OF ALLWAYS SUPERVISOR: ___Jerone

PHONE NUMBER:_(201) 923-9208 _BEEPER NUMBER: (201) 691

rwo9sete
"
91903177.png,"To: KA SPARROW
FROM:

DIV. NAME / NO:

SPECIAL EVENT REQUEST FORM

NAME OF EVENT:

“DATE OF EVENT:

SAMPLES / TEMS REQUIRED: — SAMPLE 10'S (400 PACKS PER CASE)

#.CASES
NEWPORTKS. KENTOIKS,  __
NEWPORT 100 KENT II 100 =
NEWPORTLITS. KS. TRUEKS.
NEWPORT LTS. 100 KENTKS.

KENT 100

ITEMS

WATER BOTTLES

BANNER(S) (4X 8)

GENERAL MARKET
URBAN
SPANISH LANGUAGE
SHIP 'TO:
(CUSTOMER SHIPPING NUMBER, 18.
NYO ONLY:

DATE FORWARDED TO PROMOTION SERVICES:

* PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST.

REQFORM

DATE TONYO:

KENTGLLISKS.
KENTGL 100

QUANTITY REQUIRED

2
3
ES

"
91914407.png,"0g/29/34 08:25 GL

LORILLARD 25 JAX 24+ SALES GENERAL NY oor

Lr TOBACCO COMPANY

9143 PHILLIPS HWY, SUITE 120, JACKSONVILLE, FL 32266 TELEPHONE (904) 464-0000 FAX (204) 464.0744

FACSIMILE COVER PAGE
PATE: 6-28-64 INCLUDING COVER SHEET)

PLEASE DELIVER TRANSMISSION TO:

NAME: Mr. Al Giacoio
OFFICE:
FAX PHONE NUMBER:

THIS DOCUMENT IS FROM:

NAME: Fred Paternostro

FAX TELEPHONE NUMBER: (904) 464-0744

COMMENTS: The attached was obtained from Mackoul Dist.

CC: RE, KLEIN

IF ANY OF THESE PAGES ARE NOT LEGIBLE OR YOU DO NOT RECEIVE ALL OF
THIS TRANSMISSION, PLEASE CAI | (804) 464-0800 AS SOON AS POSSIBLE.

LObHTATS
"
91939637.png,"DATE

FROM:

‘STORES PARTICIPATING:

TRUE
$3.00 CARTON COUPON PROMOTION

PROMOTIONAL PERIOD: May-June 1992
CONSUMER OFFER: $3 Off Store Redeemable Carton Coupon
DISPLAY BRANDS: TRUE (All Packings)
DISPLAY AGREEMENT: Lorillard Sales Representative will supply all display materials and
assemble display. Display containing deals will be placed on
a self-service basis for a twosweek period.

AUTHORIZATION FOR PLACEMENT

‘TYPE DISPLAY NO. CARTONS:
COUNTER,
FLOOR
POSTER (+ if approved)

DATE: FROM To

‘THE FOLLOWING QUANTITY OF TRUE CARTONS MUST BE AVAILABLE FOR THE LORILLARD SALES
REPRESENTATIVE TO ASSEMBLE THE DISPLAY ON THE DATE INDICATED ABOVE.

‘TRUE
NUMBER NUMBER
PACKING OF CARTONS PACKING OF CARTONS
FILTER KS. —__—_ MENTHOL KS.
FILTER 100's MENTHOL 10's
BOX 80's BOX 100's
mene ARAB) sre
MERCHANDISE:

WILL BE ARBITRARILY SHIPPED TO STORE.
ORDER, THROUGH YOUR SUPPLIER.

“860614

Authorized by:
"
91974562.png,"COUPON CODE REGISTRATION FORM
FROM: THOM SMITH

TO: VINCE LosiTo

CC: _D. WEST, L. GIORDANO, V. LINDSLEY, A. SADOVNICK, S. RAPISARLDI, B. DAVIN, A. Pasheluk

BRANDS{(S) AP>LICABLE KENT

MEDIA DIRECT MAIL
ISSUE FREQUENCY/YEAR 1
‘SPACE/COLOR

COUPON ISSUE DATE 10/13/05

COUPON EXPIRATION DATE 12117195
CIRCULATION

GEOGRAPHICAL AREA(S) Regions 11, 17, 21
COUPON VALUE $2 off 3 Poks of Crin
PACK AND OR/CARTON PACK OR CARTON,

ADVERTISING CREATIVE THEME

DATE INITIATED ere/95

ANALYTICAL REQUIREMENTS:

FOR CONTROL USE ONLY:

CODE ASSIGNED: Gah
JOB NUMBER: aac
EST. REDEMPTION: 7

z9svLbre
"
92039708_9710.png,"To: R.B. SPELL

FROM: MAY 27 [ AUG 26
JuN24 [7]  octo7 [_]
SUBJECT: MAVERICK LS - PR PORT

EFFECTIVENESS OF” Pr = Sell’ Booklet/Coupon

(Report on May 27 only)
PRE-SELL

BOOKLET/COUPON

MAVERICK/HARLEY B1G1F

‘COMPETITIVE PROMOTIONAL ACTIVITY.)

(Report on May 27 only)

‘Average Coupon/Buydown Value On Targeted Brands (Doral/Basic/Monarch/Cambridge/GPC)

PACKS.
CARTONS

BoLerozs

1 of3

"
92081358_1359.png,"saa/sove3 7:07 TO 389 1422 LORILLARD C1 Goo2vo03

DIVrsroN: _ Chicago South

LIST THE INFORMATION BELOW AS IT PERTAINS TO THE URBAN CENTER
ZQRTION OF YOUR ASSIGNMENT ONLY:

POPULATION COMPOSITION:

% BLACK = 80%

% HISPANIC = BA
% WHITE = Toz
% OTHER = 3k

% TOTAL = 100%

# OF RETAIL CALLS: _247 ~ classified
SL staual
APPROXIMATE # OF RETAIL CALLS SECURED BY GLASS: _45% (136 calls)

RETAIL CALL FREQUENCY:
4 CALLS &
SO/xR 0 oz -
25/YR = 3%
12/XR Tez 33%
6/2R 76 25%
ANNUALS 37 132
TOTAL 303 100%

PRIMARY CLASS OF TRADE: _Convenience/ Grocery
SECONDARY CLASS OF TRADE: Liquor

PRIMARY DISTRIBUTION CHANNEL (E.G. JOBSER, SUB-JOBBER, MEMBERSHIP
CLUB, CASH & CARRY, ETC...): _* Jobber / Menbership

* A number of stores are part of an Arab owned collective that gets a large
order delivered fron a jobber and then distributes the cigarettes to each

store.

e
"
92091873.png,"NEWPORT RACING EVENT SURVEY

Location Leguna Seca, Monterey, Ca Division San_Jose/933
Date(s) September 10, 1995. Division Mgr . t.L. Roberts

Date Submitted SePtember 26, 1995

- (submit by 30 days aier event)
‘Promotion Quantity: ““Tvitations:

Mugs 720 # Requested __50
Displays (8) Lg Date Notified ~ 975795
Floor (40) “20 Date Ordered Unknown
Posters “100 —
Date Rec'd 6/12/95 Date Rec'd 9/6/95

# Displays Placed: Attendees:

Counter _As # Customers Invited _ 40

Floor # Customers Attended _3>

Posters # Lorillard Personnel Tt

very Wuch for the tickets, we had a great time” Rogers Liquor,
_—___Marina_California.

i@eeally appreciate Lorillard thinking of us.” Shiffert's Wholesale,
____Visalia, California. ~
“Thank youso much for the invitations...ke hada great time.” Mission
Trail oil (Rotten Rabie Stores) Jos Lifornia

“ibe races were great, the Newport Hospitality area was terrific"",

Coremark, Sacramento, California.

‘Race Day lato: “Event Attendance _o0, 000+ Hospitalty Tent Attendance 35-40

x

Cleanliness x
Service

x
Fair Average Excellent

‘Suggestions / Recommendations:
Perhaps the tickets could be sent out a little sooner. This year
the tickets arrived on Thursday and the race was Sunday. This
made it difficult to get the tickets to customers on time.

exeteozs

ce: RP. Bonomo
"
92094746.png,"09/08/95 18:17

LORLLLARD ses NYO SLS GEN Q005/003
‘SPI \L_ PROMOTION. IN °
2 13 9/8/95
BREATREGION/ DIVISION ThE
PROMO # __28 PROMOTIONAL PERIOD: __“une/uly
TTEM/BRAND: __Sunslasses / Newport
SCOPE: AREA REGION DIVISION OTHER*

*EXPLAIN: _ Special Brohasis Calls

CHAIN ACCEPTANCE: wa ___POOR ___FAIR ___G000 ___EXCELLENT
INDEPENDENT ACCEPTANCE: ___POOR _X FAIR ___GOOD ___EXCELLENT
CONSUMER ACCEPTANCE: | ___POOR _X FAIR ___G00D ___EXCELLENT
EFFICIENCY RATING: POOR _X FAIR ___GOOD ___EXCELLENT

COMMENTS: _‘This item was perceived by retailers and consumers as a 1oe

quality iten. Several Sales Reps reported that on occasion our COnsunexS

would pass up the deal or leave the glasses in the store.

FITEMS/DEALS RECEIVED: 28728

WERE QUANTITIES APPROPRIATE? x _YES NOs
+EXPLAIN:

SHOULD PROMOTION BE REPEATED? = X__YES NO

IF NO, EXPLAIN:

IF YES, CAN IT BE IMPROVED? _Zbe Promotion can be improved by weereine

the quality of the sunglasses.

WeLveozy

"
92094751.png,"t
{

\

09/07/98

‘SPECIAL PROMOTION EVALUATION

03/07/ 415 & 418 9/8/95
PROMO # 28 PROMOTIONAL PERIOD: June/suty 1995
ITEM/BRAND: ort Sunglasses

SCOPE: AREA REGION DIVISION _x__OTHER*
EXPLAIN: Newport Special Emphasis.

CHAIN ACCEPTANCE: 5/A __POOR ___FAIR ___GO0D EXCELLENT
INDEPENDENT ACCEPTANCE: _X POOR ___FAIR Good EXCELLENT
CONSUMER ACCEPTANCE: © _X_POOR ___FAIR g00D EXCELLENT

EFFICIENCY RATING: X_POOR ___FAIR G00D EXCELLENT

COMMENTS: _Premiuns packaged to large to store on a ven. Could aot get

enough on a van to sell all day. Retailers only accepted small quantities

of deals, Consumers perceived value aid not meet expectations.

#ITEMS/DEALS RECEIVED: 22.320 (indy East & West) NO SHOW SAMPLES
WERE QUANTITIES APPROPRIATE? X_YES No*

*EXPLAIN: Chain stores will not accept multiple Newport Promotions

(Tier system) at the sane tite.

SHOULD PROMOTION BE REPEATED? YES %_NO

IF NO, EXPLAIN: This: nodeiftype of sunglass vas not received well at 2
s
consumer/retail Level. z
IF YES, CAN IT BE IMPROVED? Velcro on strap did not hold. Two right £
cides of velero on same glass did not adhere.
Ta!
"
92298125.png,"FROM: Pam Churchill _

jew so
DATE: sJAN 19, 1805 _

PAGES: = ___ (Including this cover sheet) OS

RE: CIGARETTE QUESTIONNAIRE.

Here is yet another version of the questionnaire. Please note that the last 2 pages are
the alternate versions that we discussed. Take a look at the alternate 09 to try to get at

the intensity issue, and maybe we can improve on it from here.

By the way, we recelved 13 more signature cards today and sent the cigarettes out. We
‘are now up to.74 respondents who have been sent cigarettes. Hopetully we wil get a lot

of callbacks this weekend.
Talk to you Monday. Thanks

gz1e67z6

‘41 Kenosia Avenue. Danbury. CT 06810 Phone 203 794-0323 Fax 203:748-6304

"
92314414.png,"ANDREW TISCH
S38 974-38-3042
PaYROLLe? 790

LOEWS/LORILLARD PUBLIC AFFAIRS COMMITTEE
CONTRIBUTION IDENTITY CARD

COMPLETE EITHER A OR B BELOW:

A. JI hereby authorize, until further notice, a voluntary contribution
by salary deduction to the Loews/Lorillard Public Affairs
Committee (LOPAC) of the following amount per pay period:

$1.00 $2.00

$4.00 OTHER +2o.00
(please specify)

B. Enclosed is a check or money order in the amount. of §.
as a contribution to LOPAC.

My contribution is voluntary. I am aware of my right to refuse to
contribute without reprisal of any kind. I am aware of the political
purpose of LOPAC. I am aware that a copy of the report of LOPAC is
filed with the Federal Election Commission and is available for
purchase. I am aware that the guidelines above as to the amount of ny
contribution are only suggestions. I am aware that my contribution
counts against my individual contribution limit. TI am an American
citizen or I have been admitted to permanent U.S. residence.

THE FOLLOWING INFORMATION MUST BE FURNISHED!

1. Full Name Andrew _H. Tisch
(Print or type)

2. Residence Address _26 East 63rd Street, New York, N. Y. 10022
(include state and zip code)

3. Business Address __One Park Avenue, New York, N. ¥. 10016

4. Occupation Chairman/CEO - Lorillard Tobacco Compan
(Job title or position)

fN .
Le Vorb 1491

7 (Signature) (Date)

Return this form in the envelope provided.

pl pyleZb
"
92327794.png,"Pe

JUL 22 ""93 @2#42FM LORIL’ “8D TOBACCO 919 373 6817

ne (919) 378-1001
Ron Goldbrenner

‘TO: _—————
FROM: Becky Hayden

pare: July 22,1999
(INCLUDING COVER SHEET):
(919) 373-6917

NUMBER OF PAGES 8
OUR FAX NUMBER IS:

IF YOU DO NOT RECEIVE ANY OF THE PAGES,
PLEASE CALL

AT (919). ‘Af THE GREENSBORO BRANCH AS
SOON AS POSSIBLE,

THANK YOU.

PéLizez6

"
92433599_92433601.png,"PRELIMINARY FACT SHEET
NEW FILING - ASBESTOS LITIGATION

(See General Order No. 29)
(In Re: Complex Litigation)

1. Name, address and telephone number of law firm repr

claimant:
Name. BRAYTON, GISVOLD & HARLEY
Address. 999 Grant Avenue, P.O. Box 2109
City. Novato State CA
Zip Code___04948 Telephone (415) 898-1555.

2. Names of first named plaintiff and first named defendant on
the caption of the complaint:

Plaintiff___CHARLES WOODWARD.

Defendant___ABEX CORPORATION, et al.

3. Date of claimant’s birth:___June 19, 192] __

4. Case involves (check appropriate boxes):

(b) Wrongful death

5. Specify the nature or type of asbestos-related injury
alleged by the claimant. (E.g., Asbestosis; Lung Cancer-

adenocarcinoma; Lung Cancer- Mesothelioma; Pleural
Thickening; Fibrosis; etc.)

Mesothelioma and other asbestos-related lung disease

XACLIDITSSOONFACTSHT.COM
osm 1

SeSeErZs
"
92586242.png,": Newport plea

Ss

SPECIAL EVENT INFORMATION SHEET

GENERAL INFORMATIO!

EVENT NAME: Upper Madison Avenue Festival

EVENT LOCATION: 68th <86th street,

EVENT DATES: June 4, 1995

HOURS:

MONDAY-FRIDAY:

SATURDAY-SUNDAY: 11am =

0 # OF BOOTH(S} OSIGNAGE
CU SAMPLING & PREMIUMS Cusic vAN
1 PREMIUMS ONLY TRACING CAR

SUPERVISOR INFORMATION:

NAME OF ALLWAYS SUPERVISOR: ___erome Curry _
PHONE NUMBER; (201) 923-9208 _BEEPER NUMBER: _(201) 698=1780

ure!

8
Pa
&
8
BS
8

"
92657311_7313.png,"TO: RB. SPELL SUBMISSION DATE:

FROM: S. J. Farnham ocT3

DEC 26

OCT 31

JAN 23,

‘SUBJECT: HARLEY DAVIDSON 100'S CIGARETTES PROGRESS REPORT

1995,

DISTRIBUTION: EFFECTIVENESS OF PRE-SELL (REPORT ON OCT 3 ONLY).

NO.

NONE

% OF DISTRIBUTION ACHIEVED IN RETAIL OUTLETS:

9 0 % CLASSIFIED CALLS.
2 % ANNUAL CALLS

PROMOTIONAL IMPACT:

$.50 OFF PACK: Excellent movement when couponed. Without coupons, movement slows

dramatically.

SALES FORCE 20'S _ Excellent - but quickly depleted.

$5.00 OFF CARTON: __ Excellent. Continues to drive all carton business.

10f2

T1eLs9zs
"
92657391.png,"=
12/29/94 10:14 @713 591 0204 LORTLLARD HOUS. +++ NEW YORK SALES  @001/003

FACSIMILE COVER PAGE

DATE: “___a2y28y/94 TIME: 10:15

The following document, including cover page is 3 -_ pages long.

PLEASE TRANSMIT: THIS DOCUMENT TO:
NAME: R. H. Orcutt

OFFICE: Lorillard - New York

FAX PHONE NUMBER: 212) 545-3299

: THIS DOCUMENT IS FROM:
NAME: J, L, McGinnis ~-Region:9
OFFICE: Lorillard Tobacco Company - Houston N., Texas

FAX PHONE NUMBER: {713) 591-0204

COMMENTS: Harley-Davidson: 100's Progress Report.

co: R. B. Spell

° A, J. Glacoio
P. J. McCann
3. L. Bnloe
T. Lb. Achey

TeEcsozs

‘of these pages are not legible, or you do not receive all’
is office as soon as possible at (713) 591-6733.

In the event that
Pages, please cal

"
93213298.png,"NEWPORT RACING EVENT SURVEY
Location _DETROIT GRAND PRIX Division Detroit - MCA

Date(s) _2une_ 14) 1995 Division Mgr R. L- Lavoie

Date Submited July 6, 1995 __

(submit by 30 days after event)
omouon Guanii Invitations:

Mugs t) . oe # Requested 10

Displays (]__o— 3 Date Notified ——

Floor (40) Date Ordered

Posters — 0

Date Reo’d_-~ we Date Rec'd 05/01/95

# Displays Placed: Attendees:

Counter 0 # Customers Invited

Floor 0 # Customers Attended’ 8

Posters a # Lorillard Personnel 2

invitees Commenter Tavitees stated the Newport hospitality tent was very
difficult to locate. Also, the Indy Lights Paddock area was not
Elearly IWentitied. Most invitees were looking for the hospitality
ent ina separate identified area away from the Paddock area and the
Newport car transporter.

‘Hace Day Info: Event Attendance__ 10 Hospitality Tent Attendance — TO
Quality of Hospitality Tent:
Food

Cleanliness x
Service x

Fair ‘Average “Excelfent

aggestons /Hecommendations: Ih the future, please specity where the

Newport hospitality area will be located - at the Newport car trans-

porter Site or in separate area . specific directions will be
needed.

Bezerzes
"
